County/Area,Claim Type,Month,Yr,Date,Claims,Last month claims,Last year claims,Month net change,Year net change,,,
SKAGIT,Initial claims,6,2012,6/1/12,711,842,865,-131,-154,,,
SKAMANIA,Initial claims,6,2012,6/1/12,41,62,70,-21,-29,,,
SNOHOMISH,Initial claims,6,2012,6/1/12,3717,3916,4399,-199,-682,,,
SPOKANE,Initial claims,6,2012,6/1/12,2561,2463,2816,98,-255,,,
STEVENS,Initial claims,6,2012,6/1/12,317,218,287,99,30,,,
THURSTON,Initial claims,6,2012,6/1/12,1350,1362,1357,-12,-7,,,
WAHKIAKUM,Initial claims,6,2012,6/1/12,21,21,23,0,-2,,,
WALLA WALLA,Initial claims,6,2012,6/1/12,256,237,191,19,65,,,
WHATCOM,Initial claims,6,2012,6/1/12,1143,1343,1236,-200,-93,,,
WHITMAN,Initial claims,6,2012,6/1/12,69,86,77,-17,-8,,,
YAKIMA,Initial claims,6,2012,6/1/12,1919,2503,2534,-584,-615,,,
WASHINGTON STATE,Initial claims,6,2012,6/1/12,37179,39019,42944,-1840,-5765,,,
WASHINGTON STATE,Continued claims,6,2012,6/1/12,78350,84158,91974,-5808,-13624,,,
ADAMS,Continued claims,7,2012,7/1/12,155,276,263,-121,-108,,,
ASOTIN,Continued claims,7,2012,7/1/12,124,118,94,6,30,,,
BENTON,Continued claims,7,2012,7/1/12,2545,2620,2246,-75,299,,,
CHELAN,Continued claims,7,2012,7/1/12,895,1449,1011,-554,-116,,,
CLALLAM,Continued claims,7,2012,7/1/12,820,796,884,24,-64,,,
CLARK,Continued claims,7,2012,7/1/12,3952,3611,4387,341,-435,,,
COLUMBIA,Continued claims,7,2012,7/1/12,34,38,33,-4,1,,,
COWLITZ,Continued claims,7,2012,7/1/12,1362,1324,1467,38,-105,,,
DOUGLAS,Continued claims,7,2012,7/1/12,420,630,500,-210,-80,,,
FERRY,Continued claims,7,2012,7/1/12,62,72,91,-10,-29,,,
FRANKLIN,Continued claims,7,2012,7/1/12,1059,1167,1227,-108,-168,,,
GARFIELD,Continued claims,7,2012,7/1/12,18,17,10,1,8,,,
GRANT,Continued claims,7,2012,7/1/12,919,1056,1373,-137,-454,,,
GRAYS HARBOR,Continued claims,7,2012,7/1/12,1245,1278,1489,-33,-244,,,
ISLAND,Continued claims,7,2012,7/1/12,565,581,712,-16,-147,,,
JEFFERSON,Continued claims,7,2012,7/1/12,319,324,296,-5,23,,,
KING,Continued claims,7,2012,7/1/12,21106,19911,23480,1195,-2374,,,
KITSAP,Continued claims,7,2012,7/1/12,2185,2213,2489,-28,-304,,,
KITTITAS,Continued claims,7,2012,7/1/12,389,426,466,-37,-77,,,
KLICKITAT,Continued claims,7,2012,7/1/12,194,282,288,-88,-94,,,
LEWIS,Continued claims,7,2012,7/1/12,1147,1192,1318,-45,-171,,,
LINCOLN,Continued claims,7,2012,7/1/12,73,86,92,-13,-19,,,
MASON,Continued claims,7,2012,7/1/12,697,709,761,-12,-64,,,
OKANOGAN,Continued claims,7,2012,7/1/12,487,624,604,-137,-117,,,
PACIFIC,Continued claims,7,2012,7/1/12,280,317,367,-37,-87,,,
PEND OREILLE,Continued claims,7,2012,7/1/12,142,144,164,-2,-22,,,
PIERCE,Continued claims,7,2012,7/1/12,9964,9879,12087,85,-2123,,,
SAN JUAN,Continued claims,7,2012,7/1/12,79,102,110,-23,-31,,,
SKAGIT,Continued claims,7,2012,7/1/12,1567,1623,1879,-56,-312,,,
SKAMANIA,Continued claims,7,2012,7/1/12,116,113,143,3,-27,,,
SNOHOMISH,Continued claims,7,2012,7/1/12,9036,8921,10302,115,-1266,,,
SPOKANE,Continued claims,7,2012,7/1/12,5410,5476,5822,-66,-412,,,
STEVENS,Continued claims,7,2012,7/1/12,541,527,535,14,6,,,
THURSTON,Continued claims,7,2012,7/1/12,2760,2741,3193,19,-433,,,
WAHKIAKUM,Continued claims,7,2012,7/1/12,46,33,39,13,7,,,
WALLA WALLA,Continued claims,7,2012,7/1/12,467,501,454,-34,13,,,
WHATCOM,Continued claims,7,2012,7/1/12,2454,2425,2815,29,-361,,,
WHITMAN,Continued claims,7,2012,7/1/12,140,141,151,-1,-11,,,
YAKIMA,Continued claims,7,2012,7/1/12,3528,4608,4455,-1080,-927,,,
ADAMS,Initial claims,7,2012,7/1/12,92,66,263,26,-171,,,
ASOTIN,Initial claims,7,2012,7/1/12,46,56,35,-10,11,,,
BENTON,Initial claims,7,2012,7/1/12,1128,1149,1113,-21,15,,,
CHELAN,Initial claims,7,2012,7/1/12,455,632,501,-177,-46,,,
CLALLAM,Initial claims,7,2012,7/1/12,383,456,429,-73,-46,,,
CLARK,Initial claims,7,2012,7/1/12,1649,2090,1970,-441,-321,,,
COLUMBIA,Initial claims,7,2012,7/1/12,13,17,13,-4,0,,,
COWLITZ,Initial claims,7,2012,7/1/12,738,650,832,88,-94,,,
DOUGLAS,Initial claims,7,2012,7/1/12,240,320,267,-80,-27,,,
FERRY,Initial claims,7,2012,7/1/12,30,32,40,-2,-10,,,
FRANKLIN,Initial claims,7,2012,7/1/12,534,508,809,26,-275,,,
GARFIELD,Initial claims,7,2012,7/1/12,5,13,2,-8,3,,,
GRANT,Initial claims,7,2012,7/1/12,505,449,823,56,-318,,,
GRAYS HARBOR,Initial claims,7,2012,7/1/12,574,549,624,25,-50,,,
ISLAND,Initial claims,7,2012,7/1/12,303,317,289,-14,14,,,
JEFFERSON,Initial claims,7,2012,7/1/12,134,112,115,22,19,,,
KING,Initial claims,7,2012,7/1/12,9295,8574,9047,721,248,,,
KITSAP,Initial claims,7,2012,7/1/12,1053,1044,1106,9,-53,,,
KITTITAS,Initial claims,7,2012,7/1/12,143,183,200,-40,-57,,,
KLICKITAT,Initial claims,7,2012,7/1/12,87,98,111,-11,-24,,,
LEWIS,Initial claims,7,2012,7/1/12,570,578,705,-8,-135,,,
LINCOLN,Initial claims,7,2012,7/1/12,33,37,39,-4,-6,,,
MASON,Initial claims,7,2012,7/1/12,336,292,371,44,-35,,,
OKANOGAN,Initial claims,7,2012,7/1/12,273,298,178,-25,95,,,
PACIFIC,Initial claims,7,2012,7/1/12,140,148,242,-8,-102,,,
PEND OREILLE,Initial claims,7,2012,7/1/12,60,70,61,-10,-1,,,
PIERCE,Initial claims,7,2012,7/1/12,4637,4708,4918,-71,-281,,,
SAN JUAN,Initial claims,7,2012,7/1/12,25,25,26,0,-1,,,
SKAGIT,Initial claims,7,2012,7/1/12,781,711,743,70,38,,,
SKAMANIA,Initial claims,7,2012,7/1/12,54,41,66,13,-12,,,
SNOHOMISH,Initial claims,7,2012,7/1/12,3848,3717,3846,131,2,,,
SPOKANE,Initial claims,7,2012,7/1/12,2300,2561,2244,-261,56,,,
STEVENS,Initial claims,7,2012,7/1/12,249,317,209,-68,40,,,
THURSTON,Initial claims,7,2012,7/1/12,1344,1350,1359,-6,-15,,,
WAHKIAKUM,Initial claims,7,2012,7/1/12,26,21,18,5,8,,,
WALLA WALLA,Initial claims,7,2012,7/1/12,203,256,175,-53,28,,,
WHATCOM,Initial claims,7,2012,7/1/12,1106,1143,1047,-37,59,,,
WHITMAN,Initial claims,7,2012,7/1/12,73,69,54,4,19,,,
YAKIMA,Initial claims,7,2012,7/1/12,2210,1919,2598,291,-388,,,
WASHINGTON STATE,Initial claims,7,2012,7/1/12,37735,37179,39507,556,-1772,,,
WASHINGTON STATE,Continued claims,7,2012,7/1/12,77301,78350,88094,-1049,-10793,,,
ADAMS,Continued claims,8,2012,8/1/12,122,155,134,-33,-12,,,
ASOTIN,Continued claims,8,2012,8/1/12,108,124,96,-16,12,,,
BENTON,Continued claims,8,2012,8/1/12,2266,2545,2013,-279,253,,,
CHELAN,Continued claims,8,2012,8/1/12,1061,895,1222,166,-161,,,
CLALLAM,Continued claims,8,2012,8/1/12,680,820,827,-140,-147,,,
CLARK,Continued claims,8,2012,8/1/12,3430,3952,4178,-522,-748,,,
COLUMBIA,Continued claims,8,2012,8/1/12,26,34,32,-8,-6,,,
COWLITZ,Continued claims,8,2012,8/1/12,1155,1362,1376,-207,-221,,,
DOUGLAS,Continued claims,8,2012,8/1/12,536,420,634,116,-98,,,
FERRY,Continued claims,8,2012,8/1/12,53,62,95,-9,-42,,,
FRANKLIN,Continued claims,8,2012,8/1/12,861,1059,856,-198,5,,,
GARFIELD,Continued claims,8,2012,8/1/12,13,18,9,-5,4,,,
GRANT,Continued claims,8,2012,8/1/12,804,919,1034,-115,-230,,,
GRAYS HARBOR,Continued claims,8,2012,8/1/12,912,1245,1315,-333,-403,,,
ISLAND,Continued claims,8,2012,8/1/12,496,565,635,-69,-139,,,
JEFFERSON,Continued claims,8,2012,8/1/12,286,319,284,-33,2,,,
KING,Continued claims,8,2012,8/1/12,19437,21106,22475,-1669,-3038,,,
KITSAP,Continued claims,8,2012,8/1/12,1960,2185,2385,-225,-425,,,
KITTITAS,Continued claims,8,2012,8/1/12,309,389,426,-80,-117,,,
KLICKITAT,Continued claims,8,2012,8/1/12,192,194,278,-2,-86,,,
LEWIS,Continued claims,8,2012,8/1/12,945,1147,1162,-202,-217,,,
LINCOLN,Continued claims,8,2012,8/1/12,60,73,76,-13,-16,,,
MASON,Continued claims,8,2012,8/1/12,598,697,736,-99,-138,,,
OKANOGAN,Continued claims,8,2012,8/1/12,536,487,581,49,-45,,,
PACIFIC,Continued claims,8,2012,8/1/12,215,280,233,-65,-18,,,
PEND OREILLE,Continued claims,8,2012,8/1/12,111,142,158,-31,-47,,,
PIERCE,Continued claims,8,2012,8/1/12,8817,9964,11196,-1147,-2379,,,
SAN JUAN,Continued claims,8,2012,8/1/12,66,79,83,-13,-17,,,
SKAGIT,Continued claims,8,2012,8/1/12,1298,1567,1644,-269,-346,,,
SKAMANIA,Continued claims,8,2012,8/1/12,89,116,125,-27,-36,,,
SNOHOMISH,Continued claims,8,2012,8/1/12,7808,9036,9387,-1228,-1579,,,
SPOKANE,Continued claims,8,2012,8/1/12,4711,5410,5433,-699,-722,,,
STEVENS,Continued claims,8,2012,8/1/12,437,541,511,-104,-74,,,
THURSTON,Continued claims,8,2012,8/1/12,2528,2760,2977,-232,-449,,,
WAHKIAKUM,Continued claims,8,2012,8/1/12,47,46,23,1,24,,,
WALLA WALLA,Continued claims,8,2012,8/1/12,426,467,411,-41,15,,,
WHATCOM,Continued claims,8,2012,8/1/12,2125,2454,2540,-329,-415,,,
WHITMAN,Continued claims,8,2012,8/1/12,137,140,140,-3,-3,,,
YAKIMA,Continued claims,8,2012,8/1/12,4334,3528,5327,806,-993,,,
ADAMS,Initial claims,8,2012,8/1/12,86,92,90,-6,-4,,,
ASOTIN,Initial claims,8,2012,8/1/12,30,46,43,-16,-13,,,
BENTON,Initial claims,8,2012,8/1/12,1064,1128,978,-64,86,,,
CHELAN,Initial claims,8,2012,8/1/12,803,455,1002,348,-199,,,
CLALLAM,Initial claims,8,2012,8/1/12,316,383,410,-67,-94,,,
CLARK,Initial claims,8,2012,8/1/12,1457,1649,1719,-192,-262,,,
COLUMBIA,Initial claims,8,2012,8/1/12,11,13,9,-2,2,,,
COWLITZ,Initial claims,8,2012,8/1/12,577,738,713,-161,-136,,,
DOUGLAS,Initial claims,8,2012,8/1/12,379,240,484,139,-105,,,
FERRY,Initial claims,8,2012,8/1/12,23,30,33,-7,-10,,,
FRANKLIN,Initial claims,8,2012,8/1/12,415,534,397,-119,18,,,
GARFIELD,Initial claims,8,2012,8/1/12,2,5,5,-3,-3,,,
GRANT,Initial claims,8,2012,8/1/12,448,505,555,-57,-107,,,
GRAYS HARBOR,Initial claims,8,2012,8/1/12,539,574,610,-35,-71,,,
ISLAND,Initial claims,8,2012,8/1/12,215,303,237,-88,-22,,,
JEFFERSON,Initial claims,8,2012,8/1/12,108,134,113,-26,-5,,,
KING,Initial claims,8,2012,8/1/12,7867,9295,8596,-1428,-729,,,
KITSAP,Initial claims,8,2012,8/1/12,907,1053,1161,-146,-254,,,
KITTITAS,Initial claims,8,2012,8/1/12,129,143,186,-14,-57,,,
KLICKITAT,Initial claims,8,2012,8/1/12,83,87,125,-4,-42,,,
LEWIS,Initial claims,8,2012,8/1/12,454,570,803,-116,-349,,,
LINCOLN,Initial claims,8,2012,8/1/12,25,33,24,-8,1,,,
MASON,Initial claims,8,2012,8/1/12,303,336,383,-33,-80,,,
OKANOGAN,Initial claims,8,2012,8/1/12,302,273,340,29,-38,,,
PACIFIC,Initial claims,8,2012,8/1/12,125,140,135,-15,-10,,,
PEND OREILLE,Initial claims,8,2012,8/1/12,54,60,54,-6,0,,,
PIERCE,Initial claims,8,2012,8/1/12,4131,4637,4840,-506,-709,,,
SAN JUAN,Initial claims,8,2012,8/1/12,28,25,41,3,-13,,,
SKAGIT,Initial claims,8,2012,8/1/12,658,781,699,-123,-41,,,
SKAMANIA,Initial claims,8,2012,8/1/12,35,54,58,-19,-23,,,
SNOHOMISH,Initial claims,8,2012,8/1/12,3242,3848,3608,-606,-366,,,
SPOKANE,Initial claims,8,2012,8/1/12,2125,2300,2385,-175,-260,,,
STEVENS,Initial claims,8,2012,8/1/12,194,249,229,-55,-35,,,
THURSTON,Initial claims,8,2012,8/1/12,1186,1344,1319,-158,-133,,,
WAHKIAKUM,Initial claims,8,2012,8/1/12,16,26,9,-10,7,,,
WALLA WALLA,Initial claims,8,2012,8/1/12,176,203,174,-27,2,,,
WHATCOM,Initial claims,8,2012,8/1/12,1026,1106,1028,-80,-2,,,
WHITMAN,Initial claims,8,2012,8/1/12,61,73,71,-12,-10,,,
YAKIMA,Initial claims,8,2012,8/1/12,2986,2210,3640,776,-654,,,
WASHINGTON STATE,Initial claims,8,2012,8/1/12,34583,37735,39404,-3152,-4821,,,
WASHINGTON STATE,Continued claims,8,2012,8/1/12,69994,77301,83045,-7307,-13051,,,
ADAMS,Continued claims,9,2012,9/1/12,109,122,122,-13,-13,,,
ASOTIN,Continued claims,9,2012,9/1/12,97,108,84,-11,13,,,
BENTON,Continued claims,9,2012,9/1/12,2230,2266,1990,-36,240,,,
CHELAN,Continued claims,9,2012,9/1/12,945,1061,1338,-116,-393,,,
CLALLAM,Continued claims,9,2012,9/1/12,654,680,798,-26,-144,,,
CLARK,Continued claims,9,2012,9/1/12,3401,3430,4159,-29,-758,,,
COLUMBIA,Continued claims,9,2012,9/1/12,28,26,22,2,6,,,
COWLITZ,Continued claims,9,2012,9/1/12,1173,1155,1361,18,-188,,,
DOUGLAS,Continued claims,9,2012,9/1/12,437,536,619,-99,-182,,,
FERRY,Continued claims,9,2012,9/1/12,53,53,90,0,-37,,,
FRANKLIN,Continued claims,9,2012,9/1/12,810,861,829,-51,-19,,,
GARFIELD,Continued claims,9,2012,9/1/12,10,13,8,-3,2,,,
GRANT,Continued claims,9,2012,9/1/12,739,804,919,-65,-180,,,
GRAYS HARBOR,Continued claims,9,2012,9/1/12,905,912,1303,-7,-398,,,
ISLAND,Continued claims,9,2012,9/1/12,477,496,605,-19,-128,,,
JEFFERSON,Continued claims,9,2012,9/1/12,273,286,285,-13,-12,,,
KING,Continued claims,9,2012,9/1/12,19260,19437,21924,-177,-2664,,,
KITSAP,Continued claims,9,2012,9/1/12,1941,1960,2438,-19,-497,,,
KITTITAS,Continued claims,9,2012,9/1/12,321,309,433,12,-112,,,
KLICKITAT,Continued claims,9,2012,9/1/12,169,192,222,-23,-53,,,
LEWIS,Continued claims,9,2012,9/1/12,970,945,1244,25,-274,,,
LINCOLN,Continued claims,9,2012,9/1/12,57,60,67,-3,-10,,,
MASON,Continued claims,9,2012,9/1/12,596,598,739,-2,-143,,,
OKANOGAN,Continued claims,9,2012,9/1/12,385,536,542,-151,-157,,,
PACIFIC,Continued claims,9,2012,9/1/12,232,215,213,17,19,,,
PEND OREILLE,Continued claims,9,2012,9/1/12,121,111,139,10,-18,,,
PIERCE,Continued claims,9,2012,9/1/12,8816,8817,11055,-1,-2239,,,
SAN JUAN,Continued claims,9,2012,9/1/12,75,66,84,9,-9,,,
SKAGIT,Continued claims,9,2012,9/1/12,1333,1298,1622,35,-289,,,
SKAMANIA,Continued claims,9,2012,9/1/12,80,89,96,-9,-16,,,
SNOHOMISH,Continued claims,9,2012,9/1/12,7840,7808,8902,32,-1062,,,
SPOKANE,Continued claims,9,2012,9/1/12,4646,4711,5537,-65,-891,,,
STEVENS,Continued claims,9,2012,9/1/12,432,437,517,-5,-85,,,
THURSTON,Continued claims,9,2012,9/1/12,2466,2528,3007,-62,-541,,,
WAHKIAKUM,Continued claims,9,2012,9/1/12,43,47,27,-4,16,,,
WALLA WALLA,Continued claims,9,2012,9/1/12,415,426,391,-11,24,,,
WHATCOM,Continued claims,9,2012,9/1/12,2190,2125,2427,65,-237,,,
WHITMAN,Continued claims,9,2012,9/1/12,125,137,110,-12,15,,,
YAKIMA,Continued claims,9,2012,9/1/12,3132,4334,4612,-1202,-1480,,,
ADAMS,Initial claims,9,2012,9/1/12,43,86,67,-43,-24,,,
ASOTIN,Initial claims,9,2012,9/1/12,42,30,42,12,0,,,
BENTON,Initial claims,9,2012,9/1/12,907,1064,1330,-157,-423,,,
CHELAN,Initial claims,9,2012,9/1/12,427,803,615,-376,-188,,,
CLALLAM,Initial claims,9,2012,9/1/12,304,316,410,-12,-106,,,
CLARK,Initial claims,9,2012,9/1/12,1484,1457,1741,27,-257,,,
COLUMBIA,Initial claims,9,2012,9/1/12,12,11,17,1,-5,,,
COWLITZ,Initial claims,9,2012,9/1/12,563,577,728,-14,-165,,,
DOUGLAS,Initial claims,9,2012,9/1/12,217,379,264,-162,-47,,,
FERRY,Initial claims,9,2012,9/1/12,30,23,40,7,-10,,,
FRANKLIN,Initial claims,9,2012,9/1/12,350,415,528,-65,-178,,,
GARFIELD,Initial claims,9,2012,9/1/12,5,2,5,3,0,,,
GRANT,Initial claims,9,2012,9/1/12,369,448,413,-79,-44,,,
GRAYS HARBOR,Initial claims,9,2012,9/1/12,490,539,597,-49,-107,,,
ISLAND,Initial claims,9,2012,9/1/12,286,215,314,71,-28,,,
JEFFERSON,Initial claims,9,2012,9/1/12,99,108,128,-9,-29,,,
KING,Initial claims,9,2012,9/1/12,7668,7867,8410,-199,-742,,,
KITSAP,Initial claims,9,2012,9/1/12,931,907,1153,24,-222,,,
KITTITAS,Initial claims,9,2012,9/1/12,164,129,183,35,-19,,,
KLICKITAT,Initial claims,9,2012,9/1/12,124,83,89,41,35,,,
LEWIS,Initial claims,9,2012,9/1/12,464,454,617,10,-153,,,
LINCOLN,Initial claims,9,2012,9/1/12,35,25,33,10,2,,,
MASON,Initial claims,9,2012,9/1/12,281,303,368,-22,-87,,,
OKANOGAN,Initial claims,9,2012,9/1/12,229,302,221,-73,8,,,
PACIFIC,Initial claims,9,2012,9/1/12,128,125,154,3,-26,,,
PEND OREILLE,Initial claims,9,2012,9/1/12,52,54,55,-2,-3,,,
PIERCE,Initial claims,9,2012,9/1/12,4215,4131,5166,84,-951,,,
SAN JUAN,Initial claims,9,2012,9/1/12,33,28,49,5,-16,,,
SKAGIT,Initial claims,9,2012,9/1/12,660,658,781,2,-121,,,
SKAMANIA,Initial claims,9,2012,9/1/12,52,35,59,17,-7,,,
SNOHOMISH,Initial claims,9,2012,9/1/12,3200,3242,3616,-42,-416,,,
SPOKANE,Initial claims,9,2012,9/1/12,2137,2125,2362,12,-225,,,
STEVENS,Initial claims,9,2012,9/1/12,211,194,264,17,-53,,,
THURSTON,Initial claims,9,2012,9/1/12,1174,1186,1369,-12,-195,,,
WAHKIAKUM,Initial claims,9,2012,9/1/12,15,16,22,-1,-7,,,
WALLA WALLA,Initial claims,9,2012,9/1/12,181,176,175,5,6,,,
WHATCOM,Initial claims,9,2012,9/1/12,977,1026,1089,-49,-112,,,
WHITMAN,Initial claims,9,2012,9/1/12,67,61,61,6,6,,,
YAKIMA,Initial claims,9,2012,9/1/12,1425,2986,1777,-1561,-352,,,
WASHINGTON STATE,Initial claims,9,2012,9/1/12,31594,34583,36645,-2989,-5051,,,
WASHINGTON STATE,Continued claims,9,2012,9/1/12,67986,69994,80879,-2008,-12893,,,
ADAMS,Continued claims,10,2012,10/1/12,132,109,152,23,-20,,,
ASOTIN,Continued claims,10,2012,10/1/12,95,97,92,-2,3,,,
BENTON,Continued claims,10,2012,10/1/12,2324,2230,3022,94,-698,,,
CHELAN,Continued claims,10,2012,10/1/12,800,945,1025,-145,-225,,,
CLALLAM,Continued claims,10,2012,10/1/12,661,654,889,7,-228,,,
CLARK,Continued claims,10,2012,10/1/12,3239,3401,4040,-162,-801,,,
COLUMBIA,Continued claims,10,2012,10/1/12,31,28,31,3,0,,,
COWLITZ,Continued claims,10,2012,10/1/12,1151,1173,1370,-22,-219,,,
DOUGLAS,Continued claims,10,2012,10/1/12,368,437,454,-69,-86,,,
FERRY,Continued claims,10,2012,10/1/12,60,53,85,7,-25,,,
FRANKLIN,Continued claims,10,2012,10/1/12,853,810,1152,43,-299,,,
GARFIELD,Continued claims,10,2012,10/1/12,15,10,8,5,7,,,
GRANT,Continued claims,10,2012,10/1/12,754,739,937,15,-183,,,
GRAYS HARBOR,Continued claims,10,2012,10/1/12,1010,905,1485,105,-475,,,
ISLAND,Continued claims,10,2012,10/1/12,509,477,646,32,-137,,,
JEFFERSON,Continued claims,10,2012,10/1/12,275,273,302,2,-27,,,
KING,Continued claims,10,2012,10/1/12,19456,19260,22356,196,-2900,,,
KITSAP,Continued claims,10,2012,10/1/12,1965,1941,2640,24,-675,,,
KITTITAS,Continued claims,10,2012,10/1/12,333,321,450,12,-117,,,
KLICKITAT,Continued claims,10,2012,10/1/12,162,169,186,-7,-24,,,
LEWIS,Continued claims,10,2012,10/1/12,971,970,1243,1,-272,,,
LINCOLN,Continued claims,10,2012,10/1/12,65,57,84,8,-19,,,
MASON,Continued claims,10,2012,10/1/12,586,596,931,-10,-345,,,
OKANOGAN,Continued claims,10,2012,10/1/12,441,385,455,56,-14,,,
PACIFIC,Continued claims,10,2012,10/1/12,264,232,301,32,-37,,,
PEND OREILLE,Continued claims,10,2012,10/1/12,105,121,147,-16,-42,,,
PIERCE,Continued claims,10,2012,10/1/12,9008,8816,11742,192,-2734,,,
SAN JUAN,Continued claims,10,2012,10/1/12,112,75,136,37,-24,,,
SKAGIT,Continued claims,10,2012,10/1/12,1400,1333,1690,67,-290,,,
SKAMANIA,Continued claims,10,2012,10/1/12,84,80,93,4,-9,,,
SNOHOMISH,Continued claims,10,2012,10/1/12,7817,7840,9273,-23,-1456,,,
SPOKANE,Continued claims,10,2012,10/1/12,4559,4646,5675,-87,-1116,,,
STEVENS,Continued claims,10,2012,10/1/12,441,432,547,9,-106,,,
THURSTON,Continued claims,10,2012,10/1/12,2525,2466,3181,59,-656,,,
WAHKIAKUM,Continued claims,10,2012,10/1/12,44,43,35,1,9,,,
WALLA WALLA,Continued claims,10,2012,10/1/12,416,415,491,1,-75,,,
WHATCOM,Continued claims,10,2012,10/1/12,2127,2190,2512,-63,-385,,,
WHITMAN,Continued claims,10,2012,10/1/12,121,125,120,-4,1,,,
YAKIMA,Continued claims,10,2012,10/1/12,2610,3132,3901,-522,-1291,,,
ADAMS,Initial claims,10,2012,10/1/12,141,43,140,98,1,,,
ASOTIN,Initial claims,10,2012,10/1/12,53,42,59,11,-6,,,
BENTON,Initial claims,10,2012,10/1/12,1354,907,1921,447,-567,,,
CHELAN,Initial claims,10,2012,10/1/12,686,427,701,259,-15,,,
CLALLAM,Initial claims,10,2012,10/1/12,477,304,523,173,-46,,,
CLARK,Initial claims,10,2012,10/1/12,1777,1484,2063,293,-286,,,
COLUMBIA,Initial claims,10,2012,10/1/12,20,12,19,8,1,,,
COWLITZ,Initial claims,10,2012,10/1/12,727,563,764,164,-37,,,
DOUGLAS,Initial claims,10,2012,10/1/12,294,217,283,77,11,,,
FERRY,Initial claims,10,2012,10/1/12,31,30,27,1,4,,,
FRANKLIN,Initial claims,10,2012,10/1/12,666,350,813,316,-147,,,
GARFIELD,Initial claims,10,2012,10/1/12,6,5,9,1,-3,,,
GRANT,Initial claims,10,2012,10/1/12,670,369,712,301,-42,,,
GRAYS HARBOR,Initial claims,10,2012,10/1/12,764,490,797,274,-33,,,
ISLAND,Initial claims,10,2012,10/1/12,364,286,361,78,3,,,
JEFFERSON,Initial claims,10,2012,10/1/12,185,99,159,86,26,,,
KING,Initial claims,10,2012,10/1/12,9526,7668,9656,1858,-130,,,
KITSAP,Initial claims,10,2012,10/1/12,1184,931,1305,253,-121,,,
KITTITAS,Initial claims,10,2012,10/1/12,240,164,287,76,-47,,,
KLICKITAT,Initial claims,10,2012,10/1/12,89,124,114,-35,-25,,,
LEWIS,Initial claims,10,2012,10/1/12,651,464,783,187,-132,,,
LINCOLN,Initial claims,10,2012,10/1/12,40,35,44,5,-4,,,
MASON,Initial claims,10,2012,10/1/12,388,281,531,107,-143,,,
OKANOGAN,Initial claims,10,2012,10/1/12,436,229,329,207,107,,,
PACIFIC,Initial claims,10,2012,10/1/12,186,128,211,58,-25,,,
PEND OREILLE,Initial claims,10,2012,10/1/12,78,52,81,26,-3,,,
PIERCE,Initial claims,10,2012,10/1/12,5340,4215,5882,1125,-542,,,
SAN JUAN,Initial claims,10,2012,10/1/12,97,33,103,64,-6,,,
SKAGIT,Initial claims,10,2012,10/1/12,1011,660,1002,351,9,,,
SKAMANIA,Initial claims,10,2012,10/1/12,56,52,62,4,-6,,,
SNOHOMISH,Initial claims,10,2012,10/1/12,4206,3200,4586,1006,-380,,,
SPOKANE,Initial claims,10,2012,10/1/12,2741,2137,2974,604,-233,,,
STEVENS,Initial claims,10,2012,10/1/12,302,211,320,91,-18,,,
THURSTON,Initial claims,10,2012,10/1/12,1484,1174,1580,310,-96,,,
WAHKIAKUM,Initial claims,10,2012,10/1/12,30,15,21,15,9,,,
WALLA WALLA,Initial claims,10,2012,10/1/12,283,181,360,102,-77,,,
WHATCOM,Initial claims,10,2012,10/1/12,1298,977,1434,321,-136,,,
WHITMAN,Initial claims,10,2012,10/1/12,71,67,79,4,-8,,,
YAKIMA,Initial claims,10,2012,10/1/12,1951,1425,2368,526,-417,,,
WASHINGTON STATE,Initial claims,10,2012,10/1/12,42273,31594,45442,10679,-3169,,,
WASHINGTON STATE,Continued claims,10,2012,10/1/12,67889,67986,83877,-97,-15988,,,
ADAMS,Continued claims,11,2012,11/1/12,298,132,324,166,-26,,,
ASOTIN,Continued claims,11,2012,11/1/12,111,95,110,16,1,,,
BENTON,Continued claims,11,2012,11/1/12,2846,2324,3737,522,-891,,,
CHELAN,Continued claims,11,2012,11/1/12,1294,800,1580,494,-286,,,
CLALLAM,Continued claims,11,2012,11/1/12,794,661,1057,133,-263,,,
CLARK,Continued claims,11,2012,11/1/12,3552,3239,4285,313,-733,,,
COLUMBIA,Continued claims,11,2012,11/1/12,39,31,49,8,-10,,,
COWLITZ,Continued claims,11,2012,11/1/12,1276,1151,1566,125,-290,,,
DOUGLAS,Continued claims,11,2012,11/1/12,646,368,720,278,-74,,,
FERRY,Continued claims,11,2012,11/1/12,73,60,97,13,-24,,,
FRANKLIN,Continued claims,11,2012,11/1/12,1424,853,1805,571,-381,,,
GARFIELD,Continued claims,11,2012,11/1/12,19,15,18,4,1,,,
GRANT,Continued claims,11,2012,11/1/12,1466,754,1692,712,-226,,,
GRAYS HARBOR,Continued claims,11,2012,11/1/12,1243,1010,1747,233,-504,,,
ISLAND,Continued claims,11,2012,11/1/12,600,509,724,91,-124,,,
JEFFERSON,Continued claims,11,2012,11/1/12,322,275,341,47,-19,,,
KING,Continued claims,11,2012,11/1/12,20378,19456,22648,922,-2270,,,
KITSAP,Continued claims,11,2012,11/1/12,2148,1965,2745,183,-597,,,
KITTITAS,Continued claims,11,2012,11/1/12,453,333,605,120,-152,,,
